Cultivo;Campaña;Provincia;Departamento;idProvincia;idDepartamento;Producción
"Cebada total";2016/17;"BUENOS AIRES";"25 DE MAYO";6;854;18020
"Cebada total";2017/18;"BUENOS AIRES";"25 DE MAYO";6;854;15808
"Cebada total";2018/19;"BUENOS AIRES";"25 DE MAYO";6;854;48625
"Cebada total";2019/20;"BUENOS AIRES";"25 DE MAYO";6;854;49400
"Cebada total";2020/21;"BUENOS AIRES";"25 DE MAYO";6;854;46652
"Cebada total";2021/22;"BUENOS AIRES";"25 DE MAYO";6;854;50001
"Cebada total";2022/23;"BUENOS AIRES";"25 DE MAYO";6;854;44629
"Cebada total";2023/24;"BUENOS AIRES";"25 DE MAYO";6;854;36582
"Cebada total";2024/25;"BUENOS AIRES";"25 DE MAYO";6;854;35438
"Cebada total";2016/17;"BUENOS AIRES";"9 DE JULIO";6;588;39920
"Cebada total";2017/18;"BUENOS AIRES";"9 DE JULIO";6;588;16875
"Cebada total";2018/19;"BUENOS AIRES";"9 DE JULIO";6;588;15092
"Cebada total";2019/20;"BUENOS AIRES";"9 DE JULIO";6;588;26532
"Cebada total";2020/21;"BUENOS AIRES";"9 DE JULIO";6;588;14236
"Cebada total";2021/22;"BUENOS AIRES";"9 DE JULIO";6;588;37825
"Cebada total";2022/23;"BUENOS AIRES";"9 DE JULIO";6;588;39123
"Cebada total";2023/24;"BUENOS AIRES";"9 DE JULIO";6;588;8970
"Cebada total";2024/25;"BUENOS AIRES";"9 DE JULIO";6;588;30800
"Cebada total";2016/17;"BUENOS AIRES";"ADOLFO ALSINA";6;7;72000
"Cebada total";2017/18;"BUENOS AIRES";"ADOLFO ALSINA";6;7;44820
"Cebada total";2018/19;"BUENOS AIRES";"ADOLFO ALSINA";6;7;46720
"Cebada total";2019/20;"BUENOS AIRES";"ADOLFO ALSINA";6;7;54600
"Cebada total";2020/21;"BUENOS AIRES";"ADOLFO ALSINA";6;7;91200
"Cebada total";2021/22;"BUENOS AIRES";"ADOLFO ALSINA";6;7;102300
"Cebada total";2022/23;"BUENOS AIRES";"ADOLFO ALSINA";6;7;99900
"Cebada total";2023/24;"BUENOS AIRES";"ADOLFO ALSINA";6;7;89600
"Cebada total";2024/25;"BUENOS AIRES";"ADOLFO ALSINA";6;7;81000
"Cebada total";2016/17;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;80477
"Cebada total";2017/18;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;138072
"Cebada total";2018/19;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;120939
"Cebada total";2019/20;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;108500
"Cebada total";2020/21;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;128656
"Cebada total";2021/22;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;120152
"Cebada total";2022/23;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;181162
"Cebada total";2023/24;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;200758
"Cebada total";2024/25;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;167273
"Cebada total";2016/17;"BUENOS AIRES";ALBERTI;6;21;20070
"Cebada total";2017/18;"BUENOS AIRES";ALBERTI;6;21;18585
"Cebada total";2018/19;"BUENOS AIRES";ALBERTI;6;21;17248
"Cebada total";2019/20;"BUENOS AIRES";ALBERTI;6;21;15840
"Cebada total";2020/21;"BUENOS AIRES";ALBERTI;6;21;18212
"Cebada total";2021/22;"BUENOS AIRES";ALBERTI;6;21;22250
"Cebada total";2022/23;"BUENOS AIRES";ALBERTI;6;21;10434
"Cebada total";2023/24;"BUENOS AIRES";ALBERTI;6;21;9660
"Cebada total";2024/25;"BUENOS AIRES";ALBERTI;6;21;21200
"Cebada total";2016/17;"BUENOS AIRES";ARRECIFES;6;77;976
"Cebada total";2017/18;"BUENOS AIRES";ARRECIFES;6;77;3040
"Cebada total";2018/19;"BUENOS AIRES";ARRECIFES;6;77;9934
"Cebada total";2019/20;"BUENOS AIRES";ARRECIFES;6;77;4583
"Cebada total";2020/21;"BUENOS AIRES";ARRECIFES;6;77;3330
"Cebada total";2021/22;"BUENOS AIRES";ARRECIFES;6;77;11790
"Cebada total";2022/23;"BUENOS AIRES";ARRECIFES;6;77;4151
"Cebada total";2023/24;"BUENOS AIRES";ARRECIFES;6;77;2250
"Cebada total";2024/25;"BUENOS AIRES";ARRECIFES;6;77;6943
"Cebada total";2016/17;"BUENOS AIRES";AYACUCHO;6;42;243
"Cebada total";2017/18;"BUENOS AIRES";AYACUCHO;6;42;448
"Cebada total";2018/19;"BUENOS AIRES";AYACUCHO;6;42;4600
"Cebada total";2019/20;"BUENOS AIRES";AYACUCHO;6;42;3200
"Cebada total";2020/21;"BUENOS AIRES";AYACUCHO;6;42;17760
"Cebada total";2021/22;"BUENOS AIRES";AYACUCHO;6;42;29712
"Cebada total";2022/23;"BUENOS AIRES";AYACUCHO;6;42;14200
"Cebada total";2023/24;"BUENOS AIRES";AYACUCHO;6;42;33280
"Cebada total";2024/25;"BUENOS AIRES";AYACUCHO;6;42;32016
"Cebada total";2016/17;"BUENOS AIRES";AZUL;6;49;96996
"Cebada total";2017/18;"BUENOS AIRES";AZUL;6;49;129492
"Cebada total";2018/19;"BUENOS AIRES";AZUL;6;49;177337
"Cebada total";2019/20;"BUENOS AIRES";AZUL;6;49;125550
"Cebada total";2020/21;"BUENOS AIRES";AZUL;6;49;139962
"Cebada total";2021/22;"BUENOS AIRES";AZUL;6;49;210600
"Cebada total";2022/23;"BUENOS AIRES";AZUL;6;49;122822
"Cebada total";2023/24;"BUENOS AIRES";AZUL;6;49;210900
"Cebada total";2024/25;"BUENOS AIRES";AZUL;6;49;159565
"Cebada total";2016/17;"BUENOS AIRES";"BAHIA BLANCA";6;56;9334
"Cebada total";2017/18;"BUENOS AIRES";"BAHIA BLANCA";6;56;21700
"Cebada total";2018/19;"BUENOS AIRES";"BAHIA BLANCA";6;56;23153
"Cebada total";2019/20;"BUENOS AIRES";"BAHIA BLANCA";6;56;8933
"Cebada total";2020/21;"BUENOS AIRES";"BAHIA BLANCA";6;56;25931
"Cebada total";2021/22;"BUENOS AIRES";"BAHIA BLANCA";6;56;16240
"Cebada total";2022/23;"BUENOS AIRES";"BAHIA BLANCA";6;56;32497
"Cebada total";2023/24;"BUENOS AIRES";"BAHIA BLANCA";6;56;7800
"Cebada total";2024/25;"BUENOS AIRES";"BAHIA BLANCA";6;56;33700
"Cebada total";2016/17;"BUENOS AIRES";BALCARCE;6;63;71794
"Cebada total";2017/18;"BUENOS AIRES";BALCARCE;6;63;66608
"Cebada total";2018/19;"BUENOS AIRES";BALCARCE;6;63;86247
"Cebada total";2019/20;"BUENOS AIRES";BALCARCE;6;63;69053
"Cebada total";2020/21;"BUENOS AIRES";BALCARCE;6;63;73248
"Cebada total";2021/22;"BUENOS AIRES";BALCARCE;6;63;153184
"Cebada total";2022/23;"BUENOS AIRES";BALCARCE;6;63;99649
"Cebada total";2023/24;"BUENOS AIRES";BALCARCE;6;63;157762
"Cebada total";2024/25;"BUENOS AIRES";BALCARCE;6;63;116525
"Cebada total";2016/17;"BUENOS AIRES";BARADERO;6;70;3895
"Cebada total";2017/18;"BUENOS AIRES";BARADERO;6;70;2730
"Cebada total";2018/19;"BUENOS AIRES";BARADERO;6;70;5060
"Cebada total";2019/20;"BUENOS AIRES";BARADERO;6;70;1900
"Cebada total";2020/21;"BUENOS AIRES";BARADERO;6;70;1710
"Cebada total";2021/22;"BUENOS AIRES";BARADERO;6;70;12758
"Cebada total";2022/23;"BUENOS AIRES";BARADERO;6;70;2858
"Cebada total";2023/24;"BUENOS AIRES";BARADERO;6;70;7425
"Cebada total";2024/25;"BUENOS AIRES";BARADERO;6;70;7140
"Cebada total";2016/17;"BUENOS AIRES";"BENITO JUAREZ";6;84;67400
"Cebada total";2017/18;"BUENOS AIRES";"BENITO JUAREZ";6;84;137984
"Cebada total";2018/19;"BUENOS AIRES";"BENITO JUAREZ";6;84;140342
"Cebada total";2019/20;"BUENOS AIRES";"BENITO JUAREZ";6;84;145220
"Cebada total";2020/21;"BUENOS AIRES";"BENITO JUAREZ";6;84;87383
"Cebada total";2021/22;"BUENOS AIRES";"BENITO JUAREZ";6;84;214035
"Cebada total";2022/23;"BUENOS AIRES";"BENITO JUAREZ";6;84;120693
"Cebada total";2023/24;"BUENOS AIRES";"BENITO JUAREZ";6;84;239400
"Cebada total";2024/25;"BUENOS AIRES";"BENITO JUAREZ";6;84;173903
"Cebada total";2016/17;"BUENOS AIRES";BOLIVAR;6;105;38250
"Cebada total";2017/18;"BUENOS AIRES";BOLIVAR;6;105;26400
"Cebada total";2018/19;"BUENOS AIRES";BOLIVAR;6;105;52822
"Cebada total";2019/20;"BUENOS AIRES";BOLIVAR;6;105;86940
"Cebada total";2020/21;"BUENOS AIRES";BOLIVAR;6;105;108000
"Cebada total";2021/22;"BUENOS AIRES";BOLIVAR;6;105;93380
"Cebada total";2022/23;"BUENOS AIRES";BOLIVAR;6;105;119250
"Cebada total";2023/24;"BUENOS AIRES";BOLIVAR;6;105;129225
"Cebada total";2024/25;"BUENOS AIRES";BOLIVAR;6;105;113100
"Cebada total";2016/17;"BUENOS AIRES";BRAGADO;6;112;24651
"Cebada total";2017/18;"BUENOS AIRES";BRAGADO;6;112;25245
"Cebada total";2018/19;"BUENOS AIRES";BRAGADO;6;112;23285
"Cebada total";2019/20;"BUENOS AIRES";BRAGADO;6;112;16632
"Cebada total";2020/21;"BUENOS AIRES";BRAGADO;6;112;19776
"Cebada total";2021/22;"BUENOS AIRES";BRAGADO;6;112;31150
"Cebada total";2022/23;"BUENOS AIRES";BRAGADO;6;112;10688
"Cebada total";2023/24;"BUENOS AIRES";BRAGADO;6;112;6440
"Cebada total";2024/25;"BUENOS AIRES";BRAGADO;6;112;40800
"Cebada total";2016/17;"BUENOS AIRES";BRANDSEN;6;119;4950
"Cebada total";2017/18;"BUENOS AIRES";BRANDSEN;6;119;3432
"Cebada total";2018/19;"BUENOS AIRES";BRANDSEN;6;119;3796
"Cebada total";2019/20;"BUENOS AIRES";BRANDSEN;6;119;4000
"Cebada total";2020/21;"BUENOS AIRES";BRANDSEN;6;119;3840
"Cebada total";2021/22;"BUENOS AIRES";CAMPANA;6;126;1265
"Cebada total";2022/23;"BUENOS AIRES";CAMPANA;6;126;414
"Cebada total";2023/24;"BUENOS AIRES";CAMPANA;6;126;1320
"Cebada total";2024/25;"BUENOS AIRES";CAMPANA;6;126;1260
"Cebada total";2016/17;"BUENOS AIRES";CANUELAS;6;134;15360
"Cebada total";2017/18;"BUENOS AIRES";CANUELAS;6;134;10350
"Cebada total";2018/19;"BUENOS AIRES";CANUELAS;6;134;12012
"Cebada total";2019/20;"BUENOS AIRES";CANUELAS;6;134;10000
"Cebada total";2020/21;"BUENOS AIRES";CANUELAS;6;134;9600
"Cebada total";2021/22;"BUENOS AIRES";CANUELAS;6;134;880
"Cebada total";2022/23;"BUENOS AIRES";CANUELAS;6;134;200
"Cebada total";2023/24;"BUENOS AIRES";CANUELAS;6;134;1160
"Cebada total";2024/25;"BUENOS AIRES";CANUELAS;6;134;1288
"Cebada total";2016/17;"BUENOS AIRES";"CAPITAN SARMIENTO";6;140;4200
"Cebada total";2017/18;"BUENOS AIRES";"CAPITAN SARMIENTO";6;140;1845
"Cebada total";2018/19;"BUENOS AIRES";"CAPITAN SARMIENTO";6;140;1159
"Cebada total";2019/20;"BUENOS AIRES";"CAPITAN SARMIENTO";6;140;1400
"Cebada total";2020/21;"BUENOS AIRES";"CAPITAN SARMIENTO";6;140;1365
"Cebada total";2021/22;"BUENOS AIRES";"CAPITAN SARMIENTO";6;140;1610
"Cebada total";2022/23;"BUENOS AIRES";"CAPITAN SARMIENTO";6;140;406
"Cebada total";2023/24;"BUENOS AIRES";"CAPITAN SARMIENTO";6;140;3825
"Cebada total";2024/25;"BUENOS AIRES";"CAPITAN SARMIENTO";6;140;3870
"Cebada total";2016/17;"BUENOS AIRES";"CARLOS CASARES";6;147;23832
"Cebada total";2017/18;"BUENOS AIRES";"CARLOS CASARES";6;147;28500
"Cebada total";2018/19;"BUENOS AIRES";"CARLOS CASARES";6;147;32124
"Cebada total";2019/20;"BUENOS AIRES";"CARLOS CASARES";6;147;21600
"Cebada total";2020/21;"BUENOS AIRES";"CARLOS CASARES";6;147;26030
"Cebada total";2021/22;"BUENOS AIRES";"CARLOS CASARES";6;147;40068
"Cebada total";2022/23;"BUENOS AIRES";"CARLOS CASARES";6;147;11648
"Cebada total";2023/24;"BUENOS AIRES";"CARLOS CASARES";6;147;12252
"Cebada total";2024/25;"BUENOS AIRES";"CARLOS CASARES";6;147;36143
"Cebada total";2016/17;"BUENOS AIRES";"CARLOS TEJEDOR";6;154;27350
"Cebada total";2017/18;"BUENOS AIRES";"CARLOS TEJEDOR";6;154;25530
"Cebada total";2018/19;"BUENOS AIRES";"CARLOS TEJEDOR";6;154;22615
"Cebada total";2019/20;"BUENOS AIRES";"CARLOS TEJEDOR";6;154;21072
"Cebada total";2020/21;"BUENOS AIRES";"CARLOS TEJEDOR";6;154;28968
"Cebada total";2021/22;"BUENOS AIRES";"CARLOS TEJEDOR";6;154;44218
"Cebada total";2022/23;"BUENOS AIRES";"CARLOS TEJEDOR";6;154;16166
"Cebada total";2023/24;"BUENOS AIRES";"CARLOS TEJEDOR";6;154;1188
"Cebada total";2024/25;"BUENOS AIRES";"CARLOS TEJEDOR";6;154;32466
"Cebada total";2016/17;"BUENOS AIRES";"CARMEN DE ARECO";6;161;6822
"Cebada total";2017/18;"BUENOS AIRES";"CARMEN DE ARECO";6;161;3040
"Cebada total";2018/19;"BUENOS AIRES";"CARMEN DE ARECO";6;161;4068
"Cebada total";2019/20;"BUENOS AIRES";"CARMEN DE ARECO";6;161;2625
"Cebada total";2020/21;"BUENOS AIRES";"CARMEN DE ARECO";6;161;680
"Cebada total";2021/22;"BUENOS AIRES";"CARMEN DE ARECO";6;161;1754
"Cebada total";2022/23;"BUENOS AIRES";"CARMEN DE ARECO";6;161;778
"Cebada total";2023/24;"BUENOS AIRES";"CARMEN DE ARECO";6;161;1750
"Cebada total";2024/25;"BUENOS AIRES";"CARMEN DE ARECO";6;161;1260
"Cebada total";2016/17;"BUENOS AIRES";CASTELLI;6;168;870
"Cebada total";2017/18;"BUENOS AIRES";CASTELLI;6;168;1280
"Cebada total";2019/20;"BUENOS AIRES";CASTELLI;6;168;510
"Cebada total";2020/21;"BUENOS AIRES";CASTELLI;6;168;1750
"Cebada total";2021/22;"BUENOS AIRES";CASTELLI;6;168;2025
"Cebada total";2022/23;"BUENOS AIRES";CASTELLI;6;168;1050
"Cebada total";2023/24;"BUENOS AIRES";CASTELLI;6;168;1860
"Cebada total";2024/25;"BUENOS AIRES";CASTELLI;6;168;1200
"Cebada total";2016/17;"BUENOS AIRES";CHACABUCO;6;210;4689
"Cebada total";2017/18;"BUENOS AIRES";CHACABUCO;6;210;5400
"Cebada total";2018/19;"BUENOS AIRES";CHACABUCO;6;210;8136
"Cebada total";2019/20;"BUENOS AIRES";CHACABUCO;6;210;11890
"Cebada total";2020/21;"BUENOS AIRES";CHACABUCO;6;210;12600
"Cebada total";2021/22;"BUENOS AIRES";CHACABUCO;6;210;7795
"Cebada total";2022/23;"BUENOS AIRES";CHACABUCO;6;210;4320
"Cebada total";2023/24;"BUENOS AIRES";CHACABUCO;6;210;9120
"Cebada total";2024/25;"BUENOS AIRES";CHACABUCO;6;210;7200
"Cebada total";2016/17;"BUENOS AIRES";CHASCOMUS;6;217;15750
"Cebada total";2017/18;"BUENOS AIRES";CHASCOMUS;6;217;5236
"Cebada total";2018/19;"BUENOS AIRES";CHASCOMUS;6;217;5876
"Cebada total";2019/20;"BUENOS AIRES";CHASCOMUS;6;217;6100
"Cebada total";2020/21;"BUENOS AIRES";CHASCOMUS;6;217;5856
"Cebada total";2021/22;"BUENOS AIRES";CHASCOMUS;6;217;4488
"Cebada total";2022/23;"BUENOS AIRES";CHASCOMUS;6;217;3480
"Cebada total";2023/24;"BUENOS AIRES";CHASCOMUS;6;217;7560
"Cebada total";2024/25;"BUENOS AIRES";CHASCOMUS;6;217;5700
"Cebada total";2016/17;"BUENOS AIRES";CHIVILCOY;6;224;4644
"Cebada total";2017/18;"BUENOS AIRES";CHIVILCOY;6;224;4840
"Cebada total";2018/19;"BUENOS AIRES";CHIVILCOY;6;224;5174
"Cebada total";2019/20;"BUENOS AIRES";CHIVILCOY;6;224;11880
"Cebada total";2020/21;"BUENOS AIRES";CHIVILCOY;6;224;7660
"Cebada total";2021/22;"BUENOS AIRES";CHIVILCOY;6;224;15575
"Cebada total";2022/23;"BUENOS AIRES";CHIVILCOY;6;224;3056
"Cebada total";2023/24;"BUENOS AIRES";CHIVILCOY;6;224;2760
"Cebada total";2024/25;"BUENOS AIRES";CHIVILCOY;6;224;16400
"Cebada total";2016/17;"BUENOS AIRES";COLON;6;175;414
"Cebada total";2017/18;"BUENOS AIRES";COLON;6;175;2100
"Cebada total";2018/19;"BUENOS AIRES";COLON;6;175;400
"Cebada total";2019/20;"BUENOS AIRES";COLON;6;175;1230
"Cebada total";2020/21;"BUENOS AIRES";COLON;6;175;1140
"Cebada total";2021/22;"BUENOS AIRES";COLON;6;175;2400
"Cebada total";2022/23;"BUENOS AIRES";COLON;6;175;792
"Cebada total";2023/24;"BUENOS AIRES";COLON;6;175;2400
"Cebada total";2024/25;"BUENOS AIRES";COLON;6;175;3690
"Cebada total";2016/17;"BUENOS AIRES";"CORONEL DE MARINA L ROSALES";6;182;60795
"Cebada total";2017/18;"BUENOS AIRES";"CORONEL DE MARINA L ROSALES";6;182;58824
"Cebada total";2018/19;"BUENOS AIRES";"CORONEL DE MARINA L ROSALES";6;182;65583
"Cebada total";2019/20;"BUENOS AIRES";"CORONEL DE MARINA L ROSALES";6;182;29064
"Cebada total";2020/21;"BUENOS AIRES";"CORONEL DE MARINA L ROSALES";6;182;53629
"Cebada total";2021/22;"BUENOS AIRES";"CORONEL DE MARINA L ROSALES";6;182;47006
"Cebada total";2022/23;"BUENOS AIRES";"CORONEL DE MARINA L ROSALES";6;182;57714
"Cebada total";2023/24;"BUENOS AIRES";"CORONEL DE MARINA L ROSALES";6;182;18364
"Cebada total";2024/25;"BUENOS AIRES";"CORONEL DE MARINA L ROSALES";6;182;72600
"Cebada total";2016/17;"BUENOS AIRES";"CORONEL DORREGO";6;189;273094
"Cebada total";2017/18;"BUENOS AIRES";"CORONEL DORREGO";6;189;407296
"Cebada total";2018/19;"BUENOS AIRES";"CORONEL DORREGO";6;189;552070
"Cebada total";2019/20;"BUENOS AIRES";"CORONEL DORREGO";6;189;367200
"Cebada total";2020/21;"BUENOS AIRES";"CORONEL DORREGO";6;189;361200
"Cebada total";2021/22;"BUENOS AIRES";"CORONEL DORREGO";6;189;491229
"Cebada total";2022/23;"BUENOS AIRES";"CORONEL DORREGO";6;189;489000
"Cebada total";2023/24;"BUENOS AIRES";"CORONEL DORREGO";6;189;391845
"Cebada total";2024/25;"BUENOS AIRES";"CORONEL DORREGO";6;189;350157
"Cebada total";2016/17;"BUENOS AIRES";"CORONEL PRINGLES";6;196;38214
"Cebada total";2017/18;"BUENOS AIRES";"CORONEL PRINGLES";6;196;65490
"Cebada total";2018/19;"BUENOS AIRES";"CORONEL PRINGLES";6;196;82398
"Cebada total";2019/20;"BUENOS AIRES";"CORONEL PRINGLES";6;196;115200
"Cebada total";2020/21;"BUENOS AIRES";"CORONEL PRINGLES";6;196;115584
"Cebada total";2021/22;"BUENOS AIRES";"CORONEL PRINGLES";6;196;140433
"Cebada total";2022/23;"BUENOS AIRES";"CORONEL PRINGLES";6;196;162400
"Cebada total";2023/24;"BUENOS AIRES";"CORONEL PRINGLES";6;196;154494
"Cebada total";2024/25;"BUENOS AIRES";"CORONEL PRINGLES";6;196;134732
"Cebada total";2016/17;"BUENOS AIRES";"CORONEL SUAREZ";6;203;68913
"Cebada total";2017/18;"BUENOS AIRES";"CORONEL SUAREZ";6;203;125020
"Cebada total";2018/19;"BUENOS AIRES";"CORONEL SUAREZ";6;203;205499
"Cebada total";2019/20;"BUENOS AIRES";"CORONEL SUAREZ";6;203;91520
"Cebada total";2020/21;"BUENOS AIRES";"CORONEL SUAREZ";6;203;176400
"Cebada total";2021/22;"BUENOS AIRES";"CORONEL SUAREZ";6;203;210320
"Cebada total";2022/23;"BUENOS AIRES";"CORONEL SUAREZ";6;203;213000
"Cebada total";2023/24;"BUENOS AIRES";"CORONEL SUAREZ";6;203;213000
"Cebada total";2024/25;"BUENOS AIRES";"CORONEL SUAREZ";6;203;284000
"Cebada total";2016/17;"BUENOS AIRES";DAIREAUX;6;231;35352
"Cebada total";2017/18;"BUENOS AIRES";DAIREAUX;6;231;28600
"Cebada total";2018/19;"BUENOS AIRES";DAIREAUX;6;231;45276
"Cebada total";2019/20;"BUENOS AIRES";DAIREAUX;6;231;62790
"Cebada total";2020/21;"BUENOS AIRES";DAIREAUX;6;231;64800
"Cebada total";2021/22;"BUENOS AIRES";DAIREAUX;6;231;120285
"Cebada total";2022/23;"BUENOS AIRES";DAIREAUX;6;231;88000
"Cebada total";2023/24;"BUENOS AIRES";DAIREAUX;6;231;84700
"Cebada total";2024/25;"BUENOS AIRES";DAIREAUX;6;231;85800
"Cebada total";2024/25;"BUENOS AIRES";DOLORES;6;238;158
"Cebada total";2021/22;"BUENOS AIRES";"EXALTACION DE LA CRUZ";6;266;3261
"Cebada total";2022/23;"BUENOS AIRES";"EXALTACION DE LA CRUZ";6;266;935
"Cebada total";2023/24;"BUENOS AIRES";"EXALTACION DE LA CRUZ";6;266;3375
"Cebada total";2024/25;"BUENOS AIRES";"EXALTACION DE LA CRUZ";6;266;1050
"Cebada total";2016/17;"BUENOS AIRES";"FLORENTINO AMEGHINO";6;277;11124
"Cebada total";2017/18;"BUENOS AIRES";"FLORENTINO AMEGHINO";6;277;107
"Cebada total";2018/19;"BUENOS AIRES";"FLORENTINO AMEGHINO";6;277;4950
"Cebada total";2019/20;"BUENOS AIRES";"FLORENTINO AMEGHINO";6;277;4896
"Cebada total";2020/21;"BUENOS AIRES";"FLORENTINO AMEGHINO";6;277;3105
"Cebada total";2021/22;"BUENOS AIRES";"FLORENTINO AMEGHINO";6;277;2240
"Cebada total";2022/23;"BUENOS AIRES";"FLORENTINO AMEGHINO";6;277;1669
"Cebada total";2023/24;"BUENOS AIRES";"FLORENTINO AMEGHINO";6;277;931
"Cebada total";2024/25;"BUENOS AIRES";"FLORENTINO AMEGHINO";6;277;1528
"Cebada total";2016/17;"BUENOS AIRES";"GENERAL ALVARADO";6;280;37284
"Cebada total";2017/18;"BUENOS AIRES";"GENERAL ALVARADO";6;280;28248
"Cebada total";2018/19;"BUENOS AIRES";"GENERAL ALVARADO";6;280;69154
"Cebada total";2019/20;"BUENOS AIRES";"GENERAL ALVARADO";6;280;53940
"Cebada total";2020/21;"BUENOS AIRES";"GENERAL ALVARADO";6;280;67011
"Cebada total";2021/22;"BUENOS AIRES";"GENERAL ALVARADO";6;280;65160
"Cebada total";2022/23;"BUENOS AIRES";"GENERAL ALVARADO";6;280;69645
"Cebada total";2023/24;"BUENOS AIRES";"GENERAL ALVARADO";6;280;87000
"Cebada total";2024/25;"BUENOS AIRES";"GENERAL ALVARADO";6;280;61440
"Cebada total";2016/17;"BUENOS AIRES";"GENERAL ALVEAR";6;287;15750
"Cebada total";2017/18;"BUENOS AIRES";"GENERAL ALVEAR";6;287;13200
"Cebada total";2018/19;"BUENOS AIRES";"GENERAL ALVEAR";6;287;13206
"Cebada total";2019/20;"BUENOS AIRES";"GENERAL ALVEAR";6;287;11270
"Cebada total";2020/21;"BUENOS AIRES";"GENERAL ALVEAR";6;287;12960
"Cebada total";2021/22;"BUENOS AIRES";"GENERAL ALVEAR";6;287;18000
"Cebada total";2022/23;"BUENOS AIRES";"GENERAL ALVEAR";6;287;21200
"Cebada total";2023/24;"BUENOS AIRES";"GENERAL ALVEAR";6;287;26500
"Cebada total";2024/25;"BUENOS AIRES";"GENERAL ALVEAR";6;287;20670
"Cebada total";2016/17;"BUENOS AIRES";"GENERAL ARENALES";6;294;11690
"Cebada total";2017/18;"BUENOS AIRES";"GENERAL ARENALES";6;294;7980
"Cebada total";2018/19;"BUENOS AIRES";"GENERAL ARENALES";6;294;12204
"Cebada total";2019/20;"BUENOS AIRES";"GENERAL ARENALES";6;294;9660
"Cebada total";2020/21;"BUENOS AIRES";"GENERAL ARENALES";6;294;6720
"Cebada total";2021/22;"BUENOS AIRES";"GENERAL ARENALES";6;294;5011
"Cebada total";2022/23;"BUENOS AIRES";"GENERAL ARENALES";6;294;2592
"Cebada total";2023/24;"BUENOS AIRES";"GENERAL ARENALES";6;294;5000
"Cebada total";2024/25;"BUENOS AIRES";"GENERAL ARENALES";6;294;4455
"Cebada total";2016/17;"BUENOS AIRES";"GENERAL BELGRANO";6;301;5400
"Cebada total";2017/18;"BUENOS AIRES";"GENERAL BELGRANO";6;301;3859
"Cebada total";2018/19;"BUENOS AIRES";"GENERAL BELGRANO";6;301;6468
"Cebada total";2019/20;"BUENOS AIRES";"GENERAL BELGRANO";6;301;6471
"Cebada total";2020/21;"BUENOS AIRES";"GENERAL BELGRANO";6;301;5952
"Cebada total";2021/22;"BUENOS AIRES";"GENERAL BELGRANO";6;301;6381
"Cebada total";2022/23;"BUENOS AIRES";"GENERAL BELGRANO";6;301;5696
"Cebada total";2023/24;"BUENOS AIRES";"GENERAL BELGRANO";6;301;6037
"Cebada total";2024/25;"BUENOS AIRES";"GENERAL BELGRANO";6;301;6056
"Cebada total";2017/18;"BUENOS AIRES";"GENERAL GUIDO";6;308;2790
"Cebada total";2018/19;"BUENOS AIRES";"GENERAL GUIDO";6;308;2250
"Cebada total";2020/21;"BUENOS AIRES";"GENERAL GUIDO";6;308;312
"Cebada total";2021/22;"BUENOS AIRES";"GENERAL GUIDO";6;308;552
"Cebada total";2022/23;"BUENOS AIRES";"GENERAL GUIDO";6;308;1500
"Cebada total";2023/24;"BUENOS AIRES";"GENERAL GUIDO";6;308;1740
"Cebada total";2024/25;"BUENOS AIRES";"GENERAL GUIDO";6;308;1260
"Cebada total";2016/17;"BUENOS AIRES";"GENERAL JUAN MADARIAGA";6;315;0
"Cebada total";2017/18;"BUENOS AIRES";"GENERAL JUAN MADARIAGA";6;315;2500
"Cebada total";2018/19;"BUENOS AIRES";"GENERAL JUAN MADARIAGA";6;315;3600
"Cebada total";2019/20;"BUENOS AIRES";"GENERAL JUAN MADARIAGA";6;315;1440
"Cebada total";2020/21;"BUENOS AIRES";"GENERAL JUAN MADARIAGA";6;315;2600
"Cebada total";2021/22;"BUENOS AIRES";"GENERAL JUAN MADARIAGA";6;315;2460
"Cebada total";2022/23;"BUENOS AIRES";"GENERAL JUAN MADARIAGA";6;315;2400
"Cebada total";2023/24;"BUENOS AIRES";"GENERAL JUAN MADARIAGA";6;315;2178
"Cebada total";2024/25;"BUENOS AIRES";"GENERAL JUAN MADARIAGA";6;315;3250
"Cebada total";2016/17;"BUENOS AIRES";"GENERAL LA MADRID";6;322;27463
"Cebada total";2017/18;"BUENOS AIRES";"GENERAL LA MADRID";6;322;31084
"Cebada total";2018/19;"BUENOS AIRES";"GENERAL LA MADRID";6;322;81343
"Cebada total";2019/20;"BUENOS AIRES";"GENERAL LA MADRID";6;322;29400
"Cebada total";2020/21;"BUENOS AIRES";"GENERAL LA MADRID";6;322;45900
"Cebada total";2021/22;"BUENOS AIRES";"GENERAL LA MADRID";6;322;70320
"Cebada total";2022/23;"BUENOS AIRES";"GENERAL LA MADRID";6;322;75000
