Cultivo;Campaña;Provincia;Departamento;idProvincia;idDepartamento;Producción
"Soja total";2020/21;MISIONES;GUARANI;54;56;3808
"Soja total";2021/22;MISIONES;GUARANI;54;56;945
"Soja total";2022/23;MISIONES;GUARANI;54;56;2898
"Soja total";2023/24;MISIONES;GUARANI;54;56;5292
"Soja total";2024/25;MISIONES;GUARANI;54;56;4631
"Soja total";2015/16;MISIONES;"LEANDRO N. ALEM";54;70;145
"Soja total";2016/17;MISIONES;"LEANDRO N. ALEM";54;70;57
"Soja total";2017/18;MISIONES;"LEANDRO N. ALEM";54;70;78
"Soja total";2018/19;MISIONES;"LEANDRO N. ALEM";54;70;81
"Soja total";2019/20;MISIONES;"LEANDRO N. ALEM";54;70;69
"Soja total";2020/21;MISIONES;"LEANDRO N. ALEM";54;70;81
"Soja total";2021/22;MISIONES;"LEANDRO N. ALEM";54;70;38
"Soja total";2022/23;MISIONES;"LEANDRO N. ALEM";54;70;72
"Soja total";2023/24;MISIONES;"LEANDRO N. ALEM";54;70;140
"Soja total";2024/25;MISIONES;"LEANDRO N. ALEM";54;70;123
"Soja total";2022/23;MISIONES;MONTECARLO;54;84;115
"Soja total";2023/24;MISIONES;MONTECARLO;54;84;280
"Soja total";2024/25;MISIONES;MONTECARLO;54;84;245
"Soja total";2015/16;MISIONES;OBERA;54;91;90
"Soja total";2016/17;MISIONES;OBERA;54;91;94
"Soja total";2017/18;MISIONES;OBERA;54;91;104
"Soja total";2018/19;MISIONES;OBERA;54;91;108
"Soja total";2019/20;MISIONES;OBERA;54;91;92
"Soja total";2020/21;MISIONES;OBERA;54;91;109
"Soja total";2021/22;MISIONES;OBERA;54;91;45
"Soja total";2022/23;MISIONES;OBERA;54;91;97
"Soja total";2023/24;MISIONES;OBERA;54;91;280
"Soja total";2024/25;MISIONES;OBERA;54;91;245
"Soja total";2015/16;MISIONES;"SAN JAVIER";54;105;56
"Soja total";2016/17;MISIONES;"SAN JAVIER";54;105;57
"Soja total";2017/18;MISIONES;"SAN JAVIER";54;105;135
"Soja total";2018/19;MISIONES;"SAN JAVIER";54;105;108
"Soja total";2019/20;MISIONES;"SAN JAVIER";54;105;92
"Soja total";2020/21;MISIONES;"SAN JAVIER";54;105;109
"Soja total";2021/22;MISIONES;"SAN JAVIER";54;105;45
"Soja total";2022/23;MISIONES;"SAN JAVIER";54;105;97
"Soja total";2023/24;MISIONES;"SAN JAVIER";54;105;280
"Soja total";2024/25;MISIONES;"SAN JAVIER";54;105;245
"Soja total";2015/16;MISIONES;"SAN PEDRO";54;112;150
"Soja total";2016/17;MISIONES;"SAN PEDRO";54;112;299
"Soja total";2017/18;MISIONES;"SAN PEDRO";54;112;540
"Soja total";2018/19;MISIONES;"SAN PEDRO";54;112;870
"Soja total";2019/20;MISIONES;"SAN PEDRO";54;112;780
"Soja total";2020/21;MISIONES;"SAN PEDRO";54;112;928
"Soja total";2021/22;MISIONES;"SAN PEDRO";54;112;261
"Soja total";2022/23;MISIONES;"SAN PEDRO";54;112;725
"Soja total";2023/24;MISIONES;"SAN PEDRO";54;112;1400
"Soja total";2024/25;MISIONES;"SAN PEDRO";54;112;1225
"Soja total";2015/16;SALTA;ANTA;66;7;559900
"Soja total";2016/17;SALTA;ANTA;66;7;617688
"Soja total";2017/18;SALTA;ANTA;66;7;580602
"Soja total";2018/19;SALTA;ANTA;66;7;641304
"Soja total";2019/20;SALTA;ANTA;66;7;521771
"Soja total";2020/21;SALTA;ANTA;66;7;490940
"Soja total";2021/22;SALTA;ANTA;66;7;298305
"Soja total";2022/23;SALTA;ANTA;66;7;302009
"Soja total";2023/24;SALTA;ANTA;66;7;391927
"Soja total";2024/25;SALTA;ANTA;66;7;411366
"Soja total";2015/16;SALTA;CAPITAL;66;28;3775
"Soja total";2016/17;SALTA;CAPITAL;66;28;3926
"Soja total";2017/18;SALTA;CAPITAL;66;28;3926
"Soja total";2018/19;SALTA;CAPITAL;66;28;4077
"Soja total";2019/20;SALTA;CAPITAL;66;28;3775
"Soja total";2020/21;SALTA;CAPITAL;66;28;4228
"Soja total";2021/22;SALTA;CAPITAL;66;28;2840
"Soja total";2022/23;SALTA;CAPITAL;66;28;2572
"Soja total";2023/24;SALTA;CAPITAL;66;28;1612
"Soja total";2024/25;SALTA;CAPITAL;66;28;2625
"Soja total";2015/16;SALTA;CERRILLOS;66;35;1800
"Soja total";2016/17;SALTA;CERRILLOS;66;35;1872
"Soja total";2017/18;SALTA;CERRILLOS;66;35;1800
"Soja total";2018/19;SALTA;CERRILLOS;66;35;1944
"Soja total";2019/20;SALTA;CERRILLOS;66;35;900
"Soja total";2020/21;SALTA;CERRILLOS;66;35;1008
"Soja total";2021/22;SALTA;CERRILLOS;66;35;990
"Soja total";2022/23;SALTA;CERRILLOS;66;35;1503
"Soja total";2023/24;SALTA;CERRILLOS;66;35;847
"Soja total";2024/25;SALTA;CERRILLOS;66;35;1010
"Soja total";2015/16;SALTA;CHICOANA;66;42;528
"Soja total";2016/17;SALTA;CHICOANA;66;42;550
"Soja total";2017/18;SALTA;CHICOANA;66;42;506
"Soja total";2018/19;SALTA;CHICOANA;66;42;540
"Soja total";2019/20;SALTA;CHICOANA;66;42;550
"Soja total";2020/21;SALTA;CHICOANA;66;42;616
"Soja total";2021/22;SALTA;CHICOANA;66;42;396
"Soja total";2022/23;SALTA;CHICOANA;66;42;996
"Soja total";2023/24;SALTA;CHICOANA;66;42;511
"Soja total";2024/25;SALTA;CHICOANA;66;42;775
"Soja total";2015/16;SALTA;"GENERAL GUEMES";66;49;8040
"Soja total";2016/17;SALTA;"GENERAL GUEMES";66;49;8375
"Soja total";2017/18;SALTA;"GENERAL GUEMES";66;49;8040
"Soja total";2018/19;SALTA;"GENERAL GUEMES";66;49;9045
"Soja total";2019/20;SALTA;"GENERAL GUEMES";66;49;29714
"Soja total";2020/21;SALTA;"GENERAL GUEMES";66;49;9045
"Soja total";2021/22;SALTA;"GENERAL GUEMES";66;49;5960
"Soja total";2022/23;SALTA;"GENERAL GUEMES";66;49;6140
"Soja total";2023/24;SALTA;"GENERAL GUEMES";66;49;4182
"Soja total";2024/25;SALTA;"GENERAL GUEMES";66;49;5100
"Soja total";2015/16;SALTA;"GENERAL JOSE DE SAN MARTIN";66;56;133466
"Soja total";2016/17;SALTA;"GENERAL JOSE DE SAN MARTIN";66;56;242976
"Soja total";2017/18;SALTA;"GENERAL JOSE DE SAN MARTIN";66;56;222728
"Soja total";2018/19;SALTA;"GENERAL JOSE DE SAN MARTIN";66;56;272908
"Soja total";2019/20;SALTA;"GENERAL JOSE DE SAN MARTIN";66;56;164724
"Soja total";2020/21;SALTA;"GENERAL JOSE DE SAN MARTIN";66;56;141657
"Soja total";2021/22;SALTA;"GENERAL JOSE DE SAN MARTIN";66;56;79873
"Soja total";2022/23;SALTA;"GENERAL JOSE DE SAN MARTIN";66;56;76212
"Soja total";2023/24;SALTA;"GENERAL JOSE DE SAN MARTIN";66;56;123659
"Soja total";2024/25;SALTA;"GENERAL JOSE DE SAN MARTIN";66;56;84432
"Soja total";2015/16;SALTA;GUACHIPAS;66;63;60
"Soja total";2016/17;SALTA;GUACHIPAS;66;63;65
"Soja total";2017/18;SALTA;GUACHIPAS;66;63;75
"Soja total";2018/19;SALTA;GUACHIPAS;66;63;68
"Soja total";2019/20;SALTA;GUACHIPAS;66;63;58
"Soja total";2020/21;SALTA;GUACHIPAS;66;63;65
"Soja total";2021/22;SALTA;GUACHIPAS;66;63;40
"Soja total";2022/23;SALTA;GUACHIPAS;66;63;40
"Soja total";2023/24;SALTA;GUACHIPAS;66;63;59
"Soja total";2021/22;SALTA;"LA CALDERA";66;77;45
"Soja total";2022/23;SALTA;"LA CALDERA";66;77;130
"Soja total";2023/24;SALTA;"LA CALDERA";66;77;196
"Soja total";2024/25;SALTA;"LA CALDERA";66;77;252
"Soja total";2015/16;SALTA;"LA CANDELARIA";66;84;1932
"Soja total";2016/17;SALTA;"LA CANDELARIA";66;84;2208
"Soja total";2017/18;SALTA;"LA CANDELARIA";66;84;1840
"Soja total";2018/19;SALTA;"LA CANDELARIA";66;84;2484
"Soja total";2019/20;SALTA;"LA CANDELARIA";66;84;2232
"Soja total";2020/21;SALTA;"LA CANDELARIA";66;84;3537
"Soja total";2021/22;SALTA;"LA CANDELARIA";66;84;2110
"Soja total";2022/23;SALTA;"LA CANDELARIA";66;84;3135
"Soja total";2023/24;SALTA;"LA CANDELARIA";66;84;2353
"Soja total";2024/25;SALTA;"LA CANDELARIA";66;84;3038
"Soja total";2015/16;SALTA;"LA VINA";66;98;288
"Soja total";2016/17;SALTA;"LA VINA";66;98;300
"Soja total";2017/18;SALTA;"LA VINA";66;98;288
"Soja total";2018/19;SALTA;"LA VINA";66;98;324
"Soja total";2019/20;SALTA;"LA VINA";66;98;276
"Soja total";2020/21;SALTA;"LA VINA";66;98;312
"Soja total";2021/22;SALTA;"LA VINA";66;98;184
"Soja total";2022/23;SALTA;"LA VINA";66;98;184
"Soja total";2023/24;SALTA;"LA VINA";66;98;280
"Soja total";2024/25;SALTA;"LA VINA";66;98;115
"Soja total";2015/16;SALTA;METAN;66;112;87637
"Soja total";2016/17;SALTA;METAN;66;112;133588
"Soja total";2017/18;SALTA;METAN;66;112;95232
"Soja total";2018/19;SALTA;METAN;66;112;112963
"Soja total";2019/20;SALTA;METAN;66;112;96937
"Soja total";2020/21;SALTA;METAN;66;112;111381
"Soja total";2021/22;SALTA;METAN;66;112;67061
"Soja total";2022/23;SALTA;METAN;66;112;53192
"Soja total";2023/24;SALTA;METAN;66;112;71571
"Soja total";2024/25;SALTA;METAN;66;112;87904
"Soja total";2015/16;SALTA;ORAN;66;126;8291
"Soja total";2016/17;SALTA;ORAN;66;126;24768
"Soja total";2017/18;SALTA;ORAN;66;126;44462
"Soja total";2018/19;SALTA;ORAN;66;126;48233
"Soja total";2019/20;SALTA;ORAN;66;126;39626
"Soja total";2020/21;SALTA;ORAN;66;126;41741
"Soja total";2021/22;SALTA;ORAN;66;126;23075
"Soja total";2022/23;SALTA;ORAN;66;126;17724
"Soja total";2023/24;SALTA;ORAN;66;126;36890
"Soja total";2024/25;SALTA;ORAN;66;126;22535
"Soja total";2015/16;SALTA;RIVADAVIA;66;133;1814
"Soja total";2016/17;SALTA;RIVADAVIA;66;133;2424
"Soja total";2017/18;SALTA;RIVADAVIA;66;133;2020
"Soja total";2018/19;SALTA;RIVADAVIA;66;133;2722
"Soja total";2019/20;SALTA;RIVADAVIA;66;133;24200
"Soja total";2020/21;SALTA;RIVADAVIA;66;133;24700
"Soja total";2021/22;SALTA;RIVADAVIA;66;133;16150
"Soja total";2022/23;SALTA;RIVADAVIA;66;133;16263
"Soja total";2023/24;SALTA;RIVADAVIA;66;133;20535
"Soja total";2024/25;SALTA;RIVADAVIA;66;133;28635
"Soja total";2015/16;SALTA;"ROSARIO DE LA FRONTERA";66;140;64635
"Soja total";2016/17;SALTA;"ROSARIO DE LA FRONTERA";66;140;75270
"Soja total";2017/18;SALTA;"ROSARIO DE LA FRONTERA";66;140;79848
"Soja total";2018/19;SALTA;"ROSARIO DE LA FRONTERA";66;140;89262
"Soja total";2019/20;SALTA;"ROSARIO DE LA FRONTERA";66;140;70681
"Soja total";2020/21;SALTA;"ROSARIO DE LA FRONTERA";66;140;65329
"Soja total";2021/22;SALTA;"ROSARIO DE LA FRONTERA";66;140;40327
"Soja total";2022/23;SALTA;"ROSARIO DE LA FRONTERA";66;140;41488
"Soja total";2023/24;SALTA;"ROSARIO DE LA FRONTERA";66;140;44073
"Soja total";2024/25;SALTA;"ROSARIO DE LA FRONTERA";66;140;92905
"Soja total";2015/16;SALTA;"ROSARIO DE LERMA";66;147;313
"Soja total";2016/17;SALTA;"ROSARIO DE LERMA";66;147;325
"Soja total";2017/18;SALTA;"ROSARIO DE LERMA";66;147;338
"Soja total";2018/19;SALTA;"ROSARIO DE LERMA";66;147;810
"Soja total";2019/20;SALTA;"ROSARIO DE LERMA";66;147;313
"Soja total";2020/21;SALTA;"ROSARIO DE LERMA";66;147;1016
"Soja total";2021/22;SALTA;"ROSARIO DE LERMA";66;147;678
"Soja total";2022/23;SALTA;"ROSARIO DE LERMA";66;147;1087
"Soja total";2023/24;SALTA;"ROSARIO DE LERMA";66;147;1564
"Soja total";2024/25;SALTA;"ROSARIO DE LERMA";66;147;120
"Soja total";2015/16;"SAN LUIS";AYACUCHO;74;7;19650
"Soja total";2016/17;"SAN LUIS";AYACUCHO;74;7;21640
"Soja total";2017/18;"SAN LUIS";AYACUCHO;74;7;14640
"Soja total";2018/19;"SAN LUIS";AYACUCHO;74;7;17040
"Soja total";2019/20;"SAN LUIS";AYACUCHO;74;7;17400
"Soja total";2020/21;"SAN LUIS";AYACUCHO;74;7;13100
"Soja total";2021/22;"SAN LUIS";AYACUCHO;74;7;18900
"Soja total";2022/23;"SAN LUIS";AYACUCHO;74;7;13300
"Soja total";2023/24;"SAN LUIS";AYACUCHO;74;7;9080
"Soja total";2024/25;"SAN LUIS";AYACUCHO;74;7;13720
"Soja total";2015/16;"SAN LUIS";CHACABUCO;74;28;93150
"Soja total";2016/17;"SAN LUIS";CHACABUCO;74;28;65000
"Soja total";2017/18;"SAN LUIS";CHACABUCO;74;28;64000
"Soja total";2018/19;"SAN LUIS";CHACABUCO;74;28;60900
"Soja total";2019/20;"SAN LUIS";CHACABUCO;74;28;35750
"Soja total";2020/21;"SAN LUIS";CHACABUCO;74;28;48320
"Soja total";2021/22;"SAN LUIS";CHACABUCO;74;28;43200
"Soja total";2022/23;"SAN LUIS";CHACABUCO;74;28;19000
"Soja total";2023/24;"SAN LUIS";CHACABUCO;74;28;44200
"Soja total";2024/25;"SAN LUIS";CHACABUCO;74;28;42453
"Soja total";2015/16;"SAN LUIS";"CORONEL PRINGLES";74;21;212671
"Soja total";2016/17;"SAN LUIS";"CORONEL PRINGLES";74;21;166990
"Soja total";2017/18;"SAN LUIS";"CORONEL PRINGLES";74;21;138460
"Soja total";2018/19;"SAN LUIS";"CORONEL PRINGLES";74;21;156960
"Soja total";2019/20;"SAN LUIS";"CORONEL PRINGLES";74;21;84490
"Soja total";2020/21;"SAN LUIS";"CORONEL PRINGLES";74;21;98780
"Soja total";2021/22;"SAN LUIS";"CORONEL PRINGLES";74;21;119500
"Soja total";2022/23;"SAN LUIS";"CORONEL PRINGLES";74;21;57200
"Soja total";2023/24;"SAN LUIS";"CORONEL PRINGLES";74;21;66240
"Soja total";2024/25;"SAN LUIS";"CORONEL PRINGLES";74;21;84318
"Soja total";2015/16;"SAN LUIS";"GENERAL PEDERNERA";74;35;788577
"Soja total";2016/17;"SAN LUIS";"GENERAL PEDERNERA";74;35;483918
"Soja total";2017/18;"SAN LUIS";"GENERAL PEDERNERA";74;35;411900
"Soja total";2018/19;"SAN LUIS";"GENERAL PEDERNERA";74;35;383580
"Soja total";2019/20;"SAN LUIS";"GENERAL PEDERNERA";74;35;185100
"Soja total";2020/21;"SAN LUIS";"GENERAL PEDERNERA";74;35;180000
"Soja total";2021/22;"SAN LUIS";"GENERAL PEDERNERA";74;35;199400
"Soja total";2022/23;"SAN LUIS";"GENERAL PEDERNERA";74;35;130900
"Soja total";2023/24;"SAN LUIS";"GENERAL PEDERNERA";74;35;245160
"Soja total";2024/25;"SAN LUIS";"GENERAL PEDERNERA";74;35;205700
"Soja total";2015/16;"SAN LUIS";"GOBERNADOR DUPUY";74;42;16620
"Soja total";2016/17;"SAN LUIS";"GOBERNADOR DUPUY";74;42;33020
"Soja total";2017/18;"SAN LUIS";"GOBERNADOR DUPUY";74;42;21600
"Soja total";2018/19;"SAN LUIS";"GOBERNADOR DUPUY";74;42;19800
"Soja total";2019/20;"SAN LUIS";"GOBERNADOR DUPUY";74;42;18000
"Soja total";2020/21;"SAN LUIS";"GOBERNADOR DUPUY";74;42;61600
"Soja total";2021/22;"SAN LUIS";"GOBERNADOR DUPUY";74;42;47320
"Soja total";2022/23;"SAN LUIS";"GOBERNADOR DUPUY";74;42;39100
"Soja total";2023/24;"SAN LUIS";"GOBERNADOR DUPUY";74;42;13600
"Soja total";2024/25;"SAN LUIS";"GOBERNADOR DUPUY";74;42;20700
"Soja total";2015/16;"SAN LUIS";"JUAN MARTIN DE PUEYRREDON";74;56;86685
"Soja total";2016/17;"SAN LUIS";"JUAN MARTIN DE PUEYRREDON";74;56;59640
"Soja total";2017/18;"SAN LUIS";"JUAN MARTIN DE PUEYRREDON";74;56;46380
"Soja total";2018/19;"SAN LUIS";"JUAN MARTIN DE PUEYRREDON";74;56;25465
"Soja total";2019/20;"SAN LUIS";"JUAN MARTIN DE PUEYRREDON";74;56;28705
"Soja total";2020/21;"SAN LUIS";"JUAN MARTIN DE PUEYRREDON";74;56;47300
"Soja total";2021/22;"SAN LUIS";"JUAN MARTIN DE PUEYRREDON";74;56;42550
"Soja total";2022/23;"SAN LUIS";"JUAN MARTIN DE PUEYRREDON";74;56;37400
"Soja total";2023/24;"SAN LUIS";"JUAN MARTIN DE PUEYRREDON";74;56;15045
"Soja total";2024/25;"SAN LUIS";"JUAN MARTIN DE PUEYRREDON";74;56;14940
"Soja total";2015/16;"SAN LUIS";JUNIN;74;49;5040
"Soja total";2016/17;"SAN LUIS";JUNIN;74;49;3505
"Soja total";2017/18;"SAN LUIS";JUNIN;74;49;1800
"Soja total";2018/19;"SAN LUIS";JUNIN;74;49;2085
"Soja total";2019/20;"SAN LUIS";JUNIN;74;49;6500
"Soja total";2020/21;"SAN LUIS";JUNIN;74;49;15510
"Soja total";2021/22;"SAN LUIS";JUNIN;74;49;9630
"Soja total";2022/23;"SAN LUIS";JUNIN;74;49;15420
"Soja total";2023/24;"SAN LUIS";JUNIN;74;49;12780
"Soja total";2024/25;"SAN LUIS";JUNIN;74;49;23330
"Soja total";2015/16;"SAN LUIS";"LIBERTADOR GENERAL SAN MARTIN";74;63;5940
"Soja total";2016/17;"SAN LUIS";"LIBERTADOR GENERAL SAN MARTIN";74;63;3750
"Soja total";2017/18;"SAN LUIS";"LIBERTADOR GENERAL SAN MARTIN";74;63;2700
"Soja total";2018/19;"SAN LUIS";"LIBERTADOR GENERAL SAN MARTIN";74;63;2830
"Soja total";2019/20;"SAN LUIS";"LIBERTADOR GENERAL SAN MARTIN";74;63;3300
"Soja total";2020/21;"SAN LUIS";"LIBERTADOR GENERAL SAN MARTIN";74;63;6670
"Soja total";2021/22;"SAN LUIS";"LIBERTADOR GENERAL SAN MARTIN";74;63;6750
"Soja total";2022/23;"SAN LUIS";"LIBERTADOR GENERAL SAN MARTIN";74;63;1800
"Soja total";2023/24;"SAN LUIS";"LIBERTADOR GENERAL SAN MARTIN";74;63;4000
"Soja total";2024/25;"SAN LUIS";"LIBERTADOR GENERAL SAN MARTIN";74;63;4930
"Soja total";2015/16;"SANTA FE";"9 DE JULIO";82;77;367763
"Soja total";2016/17;"SANTA FE";"9 DE JULIO";82;77;408240
"Soja total";2017/18;"SANTA FE";"9 DE JULIO";82;77;109600
"Soja total";2018/19;"SANTA FE";"9 DE JULIO";82;77;45360
"Soja total";2019/20;"SANTA FE";"9 DE JULIO";82;77;269220
"Soja total";2020/21;"SANTA FE";"9 DE JULIO";82;77;333600
"Soja total";2021/22;"SANTA FE";"9 DE JULIO";82;77;311950
"Soja total";2022/23;"SANTA FE";"9 DE JULIO";82;77;204345
"Soja total";2023/24;"SANTA FE";"9 DE JULIO";82;77;144750
"Soja total";2024/25;"SANTA FE";"9 DE JULIO";82;77;364870
"Soja total";2015/16;"SANTA FE";BELGRANO;82;7;412881
"Soja total";2016/17;"SANTA FE";BELGRANO;82;7;636470
"Soja total";2017/18;"SANTA FE";BELGRANO;82;7;430854
"Soja total";2018/19;"SANTA FE";BELGRANO;82;7;660620
"Soja total";2019/20;"SANTA FE";BELGRANO;82;7;530474
"Soja total";2020/21;"SANTA FE";BELGRANO;82;7;511571
"Soja total";2021/22;"SANTA FE";BELGRANO;82;7;533706
"Soja total";2022/23;"SANTA FE";BELGRANO;82;7;209865
"Soja total";2023/24;"SANTA FE";BELGRANO;82;7;592017
"Soja total";2024/25;"SANTA FE";BELGRANO;82;7;627244
"Soja total";2015/16;"SANTA FE";CASEROS;82;14;840517
"Soja total";2016/17;"SANTA FE";CASEROS;82;14;881380
"Soja total";2017/18;"SANTA FE";CASEROS;82;14;678350
"Soja total";2018/19;"SANTA FE";CASEROS;82;14;1021044
"Soja total";2019/20;"SANTA FE";CASEROS;82;14;759772
"Soja total";2020/21;"SANTA FE";CASEROS;82;14;692680
"Soja total";2021/22;"SANTA FE";CASEROS;82;14;474120
"Soja total";2022/23;"SANTA FE";CASEROS;82;14;243700
"Soja total";2023/24;"SANTA FE";CASEROS;82;14;818350
"Soja total";2024/25;"SANTA FE";CASEROS;82;14;854250
"Soja total";2015/16;"SANTA FE";CASTELLANOS;82;21;570751
"Soja total";2016/17;"SANTA FE";CASTELLANOS;82;21;564454
"Soja total";2017/18;"SANTA FE";CASTELLANOS;82;21;562100
"Soja total";2018/19;"SANTA FE";CASTELLANOS;82;21;839166
"Soja total";2019/20;"SANTA FE";CASTELLANOS;82;21;1030429
"Soja total";2020/21;"SANTA FE";CASTELLANOS;82;21;1154455
"Soja total";2021/22;"SANTA FE";CASTELLANOS;82;21;976872
"Soja total";2022/23;"SANTA FE";CASTELLANOS;82;21;595297
"Soja total";2023/24;"SANTA FE";CASTELLANOS;82;21;1285560
"Soja total";2024/25;"SANTA FE";CASTELLANOS;82;21;1381068
"Soja total";2015/16;"SANTA FE";CONSTITUCION;82;28;773558
"Soja total";2016/17;"SANTA FE";CONSTITUCION;82;28;772080
"Soja total";2017/18;"SANTA FE";CONSTITUCION;82;28;525620
"Soja total";2018/19;"SANTA FE";CONSTITUCION;82;28;881542
"Soja total";2019/20;"SANTA FE";CONSTITUCION;82;28;561055
"Soja total";2020/21;"SANTA FE";CONSTITUCION;82;28;510680
"Soja total";2021/22;"SANTA FE";CONSTITUCION;82;28;371330
"Soja total";2022/23;"SANTA FE";CONSTITUCION;82;28;158260
"Soja total";2023/24;"SANTA FE";CONSTITUCION;82;28;707250
"Soja total";2024/25;"SANTA FE";CONSTITUCION;82;28;763900
"Soja total";2015/16;"SANTA FE";GARAY;82;35;3800
"Soja total";2016/17;"SANTA FE";GARAY;82;35;10416
"Soja total";2017/18;"SANTA FE";GARAY;82;35;4890
"Soja total";2018/19;"SANTA FE";GARAY;82;35;8997
"Soja total";2019/20;"SANTA FE";GARAY;82;35;9000
"Soja total";2020/21;"SANTA FE";GARAY;82;35;12436
"Soja total";2021/22;"SANTA FE";GARAY;82;35;9360
"Soja total";2022/23;"SANTA FE";GARAY;82;35;5110
"Soja total";2023/24;"SANTA FE";GARAY;82;35;11620
"Soja total";2024/25;"SANTA FE";GARAY;82;35;9060
"Soja total";2015/16;"SANTA FE";"GENERAL LOPEZ";82;42;1841028
"Soja total";2016/17;"SANTA FE";"GENERAL LOPEZ";82;42;1449380
"Soja total";2017/18;"SANTA FE";"GENERAL LOPEZ";82;42;1580813
"Soja total";2018/19;"SANTA FE";"GENERAL LOPEZ";82;42;2167600
"Soja total";2019/20;"SANTA FE";"GENERAL LOPEZ";82;42;2024850
"Soja total";2020/21;"SANTA FE";"GENERAL LOPEZ";82;42;1762600
"Soja total";2021/22;"SANTA FE";"GENERAL LOPEZ";82;42;1813500
"Soja total";2022/23;"SANTA FE";"GENERAL LOPEZ";82;42;672000
"Soja total";2023/24;"SANTA FE";"GENERAL LOPEZ";82;42;1799628
"Soja total";2024/25;"SANTA FE";"GENERAL LOPEZ";82;42;1870873
"Soja total";2015/16;"SANTA FE";"GENERAL OBLIGADO";82;49;109440
"Soja total";2016/17;"SANTA FE";"GENERAL OBLIGADO";82;49;210720
"Soja total";2017/18;"SANTA FE";"GENERAL OBLIGADO";82;49;36680
"Soja total";2018/19;"SANTA FE";"GENERAL OBLIGADO";82;49;132390
"Soja total";2019/20;"SANTA FE";"GENERAL OBLIGADO";82;49;86490
"Soja total";2020/21;"SANTA FE";"GENERAL OBLIGADO";82;49;102900
"Soja total";2021/22;"SANTA FE";"GENERAL OBLIGADO";82;49;89060
"Soja total";2022/23;"SANTA FE";"GENERAL OBLIGADO";82;49;61408
"Soja total";2023/24;"SANTA FE";"GENERAL OBLIGADO";82;49;115020
"Soja total";2024/25;"SANTA FE";"GENERAL OBLIGADO";82;49;68690
"Soja total";2015/16;"SANTA FE";IRIONDO;82;56;485876
"Soja total";2016/17;"SANTA FE";IRIONDO;82;56;811380
"Soja total";2017/18;"SANTA FE";IRIONDO;82;56;556980
"Soja total";2018/19;"SANTA FE";IRIONDO;82;56;895878
"Soja total";2019/20;"SANTA FE";IRIONDO;82;56;677818
"Soja total";2020/21;"SANTA FE";IRIONDO;82;56;677563
"Soja total";2021/22;"SANTA FE";IRIONDO;82;56;600598
"Soja total";2022/23;"SANTA FE";IRIONDO;82;56;282999
"Soja total";2023/24;"SANTA FE";IRIONDO;82;56;759230
"Soja total";2024/25;"SANTA FE";IRIONDO;82;56;811239
"Soja total";2015/16;"SANTA FE";"LA CAPITAL";82;63;107200
"Soja total";2016/17;"SANTA FE";"LA CAPITAL";82;63;141164
"Soja total";2017/18;"SANTA FE";"LA CAPITAL";82;63;64050
"Soja total";2018/19;"SANTA FE";"LA CAPITAL";82;63;87072
"Soja total";2019/20;"SANTA FE";"LA CAPITAL";82;63;81200
"Soja total";2020/21;"SANTA FE";"LA CAPITAL";82;63;89183
"Soja total";2021/22;"SANTA FE";"LA CAPITAL";82;63;83650
"Soja total";2022/23;"SANTA FE";"LA CAPITAL";82;63;41900
"Soja total";2023/24;"SANTA FE";"LA CAPITAL";82;63;143000
"Soja total";2024/25;"SANTA FE";"LA CAPITAL";82;63;174510
"Soja total";2015/16;"SANTA FE";"LAS COLONIAS";82;70;498200
"Soja total";2016/17;"SANTA FE";"LAS COLONIAS";82;70;516029
"Soja total";2017/18;"SANTA FE";"LAS COLONIAS";82;70;273894
"Soja total";2018/19;"SANTA FE";"LAS COLONIAS";82;70;516050
"Soja total";2019/20;"SANTA FE";"LAS COLONIAS";82;70;667804
"Soja total";2020/21;"SANTA FE";"LAS COLONIAS";82;70;689127
"Soja total";2021/22;"SANTA FE";"LAS COLONIAS";82;70;635877
"Soja total";2022/23;"SANTA FE";"LAS COLONIAS";82;70;372304
"Soja total";2023/24;"SANTA FE";"LAS COLONIAS";82;70;846400
"Soja total";2024/25;"SANTA FE";"LAS COLONIAS";82;70;852460
"Soja total";2015/16;"SANTA FE";ROSARIO;82;84;303328
"Soja total";2016/17;"SANTA FE";ROSARIO;82;84;381840
"Soja total";2017/18;"SANTA FE";ROSARIO;82;84;212460
"Soja total";2018/19;"SANTA FE";ROSARIO;82;84;394339
"Soja total";2019/20;"SANTA FE";ROSARIO;82;84;196280
"Soja total";2020/21;"SANTA FE";ROSARIO;82;84;167130
"Soja total";2021/22;"SANTA FE";ROSARIO;82;84;122560
"Soja total";2022/23;"SANTA FE";ROSARIO;82;84;48576
"Soja total";2023/24;"SANTA FE";ROSARIO;82;84;319400
"Soja total";2024/25;"SANTA FE";ROSARIO;82;84;370320
"Soja total";2015/16;"SANTA FE";"SAN CRISTOBAL";82;91;260000
"Soja total";2016/17;"SANTA FE";"SAN CRISTOBAL";82;91;427476
"Soja total";2017/18;"SANTA FE";"SAN CRISTOBAL";82;91;149800
"Soja total";2018/19;"SANTA FE";"SAN CRISTOBAL";82;91;296111
"Soja total";2019/20;"SANTA FE";"SAN CRISTOBAL";82;91;414891
"Soja total";2020/21;"SANTA FE";"SAN CRISTOBAL";82;91;389287
"Soja total";2021/22;"SANTA FE";"SAN CRISTOBAL";82;91;397720
